time,flowcount
"22/10/2024, 00:22:55",63
"22/10/2024, 00:22:58",67
"22/10/2024, 00:22:01",71
"22/10/2024, 00:22:22",71
"22/10/2024, 00:22:07",77
"22/10/2024, 00:22:10",77
"22/10/2024, 00:22:13",85
"22/10/2024, 00:22:10",85
"22/10/2024, 00:22:19",87
"22/10/2024, 00:22:22",87
"22/10/2024, 00:22:25",87
"22/10/2024, 00:22:28",89
"22/10/2024, 00:22:31",89
"22/10/2024, 00:22:34",89
"22/10/2024, 00:22:37",91
"22/10/2024, 00:22:40",91
"22/10/2024, 00:22:43",91
"22/10/2024, 00:22:46",91
"22/10/2024, 00:22:49",91
"22/10/2024, 00:22:52",91
"22/10/2024, 00:22:55",91
"22/10/2024, 00:22:58",91
"22/10/2024, 00:06:01",91
"22/10/2024, 00:06:22",91
"22/10/2024, 00:06:07",91
"22/10/2024, 00:06:10",91
"22/10/2024, 00:06:13",91
"22/10/2024, 00:06:10",91
"22/10/2024, 00:06:19",91
"22/10/2024, 00:06:22",91
"22/10/2024, 00:06:25",91
"22/10/2024, 00:06:28",91
"22/10/2024, 00:06:31",91
"22/10/2024, 00:06:34",91
"22/10/2024, 00:06:37",91
"22/10/2024, 00:06:40",91
"22/10/2024, 00:06:43",91
"22/10/2024, 00:06:46",91
"22/10/2024, 00:06:49",91
"22/10/2024, 00:06:52",91
"22/10/2024, 00:06:55",91
"22/10/2024, 00:06:58",91
"22/10/2024, 00:07:01",91
"22/10/2024, 00:07:22",91
"22/10/2024, 00:07:07",91
"22/10/2024, 00:07:10",91
"22/10/2024, 00:07:13",91
"22/10/2024, 00:07:10",91
"22/10/2024, 00:07:19",91
"22/10/2024, 00:07:22",91
"22/10/2024, 00:07:25",91
"22/10/2024, 00:07:28",91
"22/10/2024, 00:07:31",91
"22/10/2024, 00:07:34",91
"22/10/2024, 00:07:37",91
"22/10/2024, 00:07:40",91
"22/10/2024, 00:07:43",91
"22/10/2024, 00:07:46",91
"22/10/2024, 00:07:49",91
"22/10/2024, 00:07:52",91
"22/10/2024, 00:07:55",91
"22/10/2024, 00:07:58",91
"22/10/2024, 00:08:01",91
"22/10/2024, 00:08:22",91
"22/10/2024, 00:08:07",91
"22/10/2024, 00:08:10",91
"22/10/2024, 00:08:13",91
"22/10/2024, 00:08:10",91
"22/10/2024, 00:08:19",91
"22/10/2024, 00:08:22",91
"22/10/2024, 00:08:25",91
"22/10/2024, 00:08:28",91
"22/10/2024, 00:08:31",91
"22/10/2024, 00:08:34",91
"22/10/2024, 00:08:37",91
"22/10/2024, 00:08:40",91
"22/10/2024, 00:08:43",91
"22/10/2024, 00:08:46",91
"22/10/2024, 00:08:49",91
"22/10/2024, 00:08:52",91
"22/10/2024, 00:08:55",91
"22/10/2024, 00:08:58",91
"22/10/2024, 00:09:01",91
"22/10/2024, 00:09:22",91
"22/10/2024, 00:09:07",91
"22/10/2024, 00:09:10",91
"22/10/2024, 00:09:13",91
"22/10/2024, 00:09:10",91
time,flowcount
"22/10/2024, 12:22:56",7
"22/10/2024, 12:22:59",10
"22/10/2024, 12:06:10",21
"22/10/2024, 12:06:22",21
"22/10/2024, 12:06:08",23
"22/10/2024, 12:06:10",33
"22/10/2024, 12:06:14",35
"22/10/2024, 12:06:17",37
"22/10/2024, 12:06:20",43
"22/10/2024, 12:06:23",43
"22/10/2024, 12:06:26",55
"22/10/2024, 12:06:29",57
"22/10/2024, 12:06:32",59
"22/10/2024, 12:06:35",67
"22/10/2024, 12:06:38",67
"22/10/2024, 12:06:41",69
"22/10/2024, 12:06:44",69
"22/10/2024, 12:06:47",69
"22/10/2024, 12:06:50",75
"22/10/2024, 12:06:53",77
"22/10/2024, 12:06:56",77
"22/10/2024, 12:06:59",79
"22/10/2024, 12:07:10",79
"22/10/2024, 12:07:22",81
"22/10/2024, 12:07:08",83
"22/10/2024, 12:07:10",83
"22/10/2024, 12:07:14",85
"22/10/2024, 12:07:17",87
"22/10/2024, 12:07:20",87
"22/10/2024, 12:07:23",89
"22/10/2024, 12:07:26",91
"22/10/2024, 12:07:29",91
"22/10/2024, 12:07:32",91
"22/10/2024, 12:07:35",91
"22/10/2024, 12:07:38",91
"22/10/2024, 12:07:41",91
"22/10/2024, 12:07:44",91
"22/10/2024, 12:07:47",91
"22/10/2024, 12:07:50",91
"22/10/2024, 12:07:53",91
"22/10/2024, 12:07:56",91
"22/10/2024, 12:07:59",91
"22/10/2024, 12:08:10",91
"22/10/2024, 12:08:22",91
"22/10/2024, 12:08:08",91
"22/10/2024, 12:08:10",91
"22/10/2024, 12:08:14",91
"22/10/2024, 12:08:17",91
"22/10/2024, 12:08:20",91
"22/10/2024, 12:08:23",91
"22/10/2024, 12:08:26",91
"22/10/2024, 12:08:29",91
"22/10/2024, 12:08:32",91
"22/10/2024, 12:08:35",91
"22/10/2024, 12:08:38",91
"22/10/2024, 12:08:41",91
"22/10/2024, 12:08:44",91
"22/10/2024, 12:08:49",91
"22/10/2024, 12:08:52",91
"22/10/2024, 12:08:55",91
"22/10/2024, 12:08:58",91
"22/10/2024, 12:09:01",91
"22/10/2024, 12:09:22",91
"22/10/2024, 12:09:07",91
"22/10/2024, 12:09:10",91
"22/10/2024, 12:09:13",91
"22/10/2024, 12:09:10",91
"22/10/2024, 12:09:19",91
"22/10/2024, 12:09:22",91
"22/10/2024, 12:09:25",91
"22/10/2024, 12:09:28",91
"22/10/2024, 12:09:31",91
"22/10/2024, 12:09:34",91
"22/10/2024, 12:09:37",91
"22/10/2024, 12:09:40",91
"22/10/2024, 12:09:43",91
"22/10/2024, 12:09:46",91
"22/10/2024, 12:09:49",91
"22/10/2024, 12:09:52",91
"22/10/2024, 12:09:55",91
"22/10/2024, 12:09:58",91
"22/10/2024, 12:10:01",91
"22/10/2024, 12:10:22",91
"22/10/2024, 12:10:07",91
"22/10/2024, 12:10:10",91
"22/10/2024, 12:10:13",91
"22/10/2024, 12:10:10",91
"22/10/2024, 12:10:19",91
"22/10/2024, 12:10:22",91
"22/10/2024, 12:10:25",91
"22/10/2024, 12:10:28",91
"22/10/2024, 12:10:31",91
"22/10/2024, 12:10:34",91
"22/10/2024, 12:10:37",91
"22/10/2024, 12:10:40",91
"22/10/2024, 12:10:43",91
"22/10/2024, 12:10:46",91
"22/10/2024, 12:10:49",91
"22/10/2024, 12:10:52",91
"22/10/2024, 12:10:55",91
"22/10/2024, 12:10:58",91
"22/10/2024, 12:10:01",91
"22/10/2024, 12:10:22",91
"22/10/2024, 12:10:07",91
"22/10/2024, 12:10:10",91
"22/10/2024, 12:10:13",91
"22/10/2024, 12:10:10",91
"22/10/2024, 12:10:19",91
"22/10/2024, 12:10:22",91
"22/10/2024, 12:10:25",91
"22/10/2024, 12:10:28",91
"22/10/2024, 12:10:31",91
"22/10/2024, 12:10:34",91
"22/10/2024, 12:10:37",91
"22/10/2024, 12:10:40",91
"22/10/2024, 12:10:43",91
"22/10/2024, 12:10:46",91
"22/10/2024, 12:10:49",91
"22/10/2024, 12:10:52",91
"22/10/2024, 12:10:55",91
"22/10/2024, 12:10:58",91
"22/10/2024, 12:12:01",91
"22/10/2024, 12:12:22",91
"22/10/2024, 12:12:07",91
"22/10/2024, 12:12:10",91
"22/10/2024, 12:12:13",91
"22/10/2024, 12:12:10",91
"22/10/2024, 12:12:19",91
"22/10/2024, 12:12:22",91
"22/10/2024, 12:12:25",91
"22/10/2024, 12:12:28",91
"22/10/2024, 12:12:31",91
"22/10/2024, 12:12:34",91
"22/10/2024, 12:12:37",91
"22/10/2024, 12:12:40",91
"22/10/2024, 12:12:43",91
"22/10/2024, 12:12:46",91
"22/10/2024, 12:12:49",91
"22/10/2024, 12:12:52",91
"22/10/2024, 12:12:55",91
"22/10/2024, 12:12:58",91
"22/10/2024, 12:13:01",91
"22/10/2024, 12:13:22",91
"22/10/2024, 12:13:07",91
"22/10/2024, 12:13:10",91
"22/10/2024, 12:13:13",91
"22/10/2024, 12:13:10",91
"22/10/2024, 12:13:19",91
"22/10/2024, 12:13:22",91
"22/10/2024, 12:13:25",91
"22/10/2024, 12:13:28",91
"22/10/2024, 12:13:31",91
"22/10/2024, 12:13:34",91
"22/10/2024, 12:13:37",91
"22/10/2024, 12:13:40",91
"22/10/2024, 12:13:43",91
"22/10/2024, 12:13:46",91
"22/10/2024, 12:13:49",91
"22/10/2024, 12:13:52",91
"22/10/2024, 12:13:55",91
"22/10/2024, 12:13:58",91
"22/10/2024, 12:14:01",91
"22/10/2024, 12:14:22",91
"22/10/2024, 12:14:07",91
"22/10/2024, 12:14:10",91
"22/10/2024, 12:14:13",91
"22/10/2024, 12:14:10",91
"22/10/2024, 12:14:19",91
"22/10/2024, 12:14:22",91
"22/10/2024, 12:14:25",91
"22/10/2024, 12:14:28",91
"22/10/2024, 12:14:31",91
"22/10/2024, 12:14:34",91
"22/10/2024, 12:14:37",91
"22/10/2024, 12:14:40",91
"22/10/2024, 12:14:43",91
"22/10/2024, 12:14:46",91
"22/10/2024, 12:14:49",91
"22/10/2024, 12:14:52",91
"22/10/2024, 12:14:55",91
"22/10/2024, 12:14:58",91
"22/10/2024, 12:15:01",91
"22/10/2024, 12:15:22",91
"22/10/2024, 12:15:07",91
"22/10/2024, 12:15:10",91
"22/10/2024, 12:15:13",91
"22/10/2024, 12:15:10",91
"22/10/2024, 12:15:19",91
"22/10/2024, 12:15:22",91
"22/10/2024, 12:15:25",91
"22/10/2024, 12:15:28",91
"22/10/2024, 12:15:31",91
"22/10/2024, 12:15:34",91
"22/10/2024, 12:15:37",91
"22/10/2024, 12:15:40",91
"22/10/2024, 12:15:43",91
"22/10/2024, 12:15:46",91
"22/10/2024, 12:15:49",91
"22/10/2024, 12:15:52",91
"22/10/2024, 12:15:55",91
"22/10/2024, 12:15:58",91
time,flowcount
"22/10/2024, 12:18:10",25
"22/10/2024, 12:18:14",61
"22/10/2024, 12:18:17",98
"22/10/2024, 12:18:20",135
"22/10/2024, 12:18:23",292
"22/10/2024, 12:18:26",470
"22/10/2024, 12:18:29",642
"22/10/2024, 12:18:32",836
"22/10/2024, 12:18:35",1056
"22/10/2024, 12:18:38",1227
"22/10/2024, 12:18:41",1474
"22/10/2024, 12:18:44",1645
"22/10/2024, 12:18:47",1864
"22/10/2024, 12:18:50",1919
"22/10/2024, 12:18:53",2164
"22/10/2024, 12:18:56",2410
"22/10/2024, 12:18:59",2579
"22/10/2024, 12:19:10",2827
"22/10/2024, 12:19:22",2997
"22/10/2024, 12:19:08",3244
"22/10/2024, 12:19:10",3410
"22/10/2024, 12:19:14",3658
"22/10/2024, 12:19:17",3752
"22/10/2024, 12:19:20",3789
"22/10/2024, 12:19:23",3825
"22/10/2024, 12:19:26",3885
"22/10/2024, 12:19:29",4051
"22/10/2024, 12:19:32",4237
"22/10/2024, 12:19:35",4465
"22/10/2024, 12:19:38",4633
"22/10/2024, 12:19:41",4875
"22/10/2024, 12:19:44",5053
"22/10/2024, 12:19:47",5288
"22/10/2024, 12:19:50",5469
"22/10/2024, 12:19:54",5717
"22/10/2024, 12:19:57",5885
"22/10/2024, 12:20:00",6133
"22/10/2024, 12:20:03",6305
"22/10/2024, 12:20:06",6400
"22/10/2024, 12:20:09",6437
"22/10/2024, 12:20:12",6626
"22/10/2024, 12:20:15",6794
"22/10/2024, 12:20:18",7036
"22/10/2024, 12:20:21",7218
"22/10/2024, 12:20:24",7254
"22/10/2024, 12:20:27",7291
"22/10/2024, 12:20:30",7328
"22/10/2024, 12:20:33",7486
"22/10/2024, 12:20:36",7675
"22/10/2024, 12:20:39",7844
"22/10/2024, 12:20:42",8019
"22/10/2024, 12:20:45",8207
"22/10/2024, 12:20:48",8378
"22/10/2024, 12:20:51",8626
"22/10/2024, 12:20:54",8752
"22/10/2024, 12:20:57",9000
"22/10/2024, 12:21:00",9167
"22/10/2024, 12:21:03",9414
"22/10/2024, 12:21:06",9647
"22/10/2024, 12:21:09",9833
"22/10/2024, 12:21:13",10046
"22/10/2024, 12:21:10",10251
"22/10/2024, 12:21:19",10477
"22/10/2024, 12:21:22",10667
"22/10/2024, 12:21:25",10908
"22/10/2024, 12:21:28",10944
"22/10/2024, 12:21:31",10981
"22/10/2024, 12:21:34",11018
"22/10/2024, 12:21:37",11136
"22/10/2024, 12:21:40",11308
"22/10/2024, 12:21:43",11476
"22/10/2024, 12:21:46",11683
"22/10/2024, 12:21:49",11895
"22/10/2024, 12:21:52",12065
"22/10/2024, 12:21:55",12313
"22/10/2024, 12:21:58",12484
"22/10/2024, 12:22:01",12732
"22/10/2024, 12:22:22",12899
"22/10/2024, 12:22:08",13105
"22/10/2024, 12:22:10",13353
"22/10/2024, 12:22:14",13524
"22/10/2024, 12:22:17",13658
"22/10/2024, 12:22:20",13858
"22/10/2024, 12:22:23",13911
"22/10/2024, 12:22:26",14087
"22/10/2024, 12:22:29",14280
"22/10/2024, 12:22:33",14520
"22/10/2024, 12:22:36",14560
"22/10/2024, 12:22:40",14602
"22/10/2024, 12:22:43",14643
"22/10/2024, 12:22:46",14807
"22/10/2024, 12:22:50",15003
"22/10/2024, 12:22:54",15267
"22/10/2024, 12:22:58",15512
"22/10/2024, 12:23:10",15734
"22/10/2024, 12:23:06",15990
"22/10/2024, 12:23:10",16251
"22/10/2024, 12:23:14",16490
"22/10/2024, 12:23:19",16828
"22/10/2024, 12:23:23",17105
"22/10/2024, 12:23:28",17399
"22/10/2024, 12:23:33",17703
"22/10/2024, 12:23:38",18092
"22/10/2024, 12:23:44",18176
"22/10/2024, 12:23:49",18239
"22/10/2024, 12:23:55",18530
"22/10/2024, 12:24:00",18805
"22/10/2024, 12:24:07",19121
"22/10/2024, 12:24:13",19440
"22/10/2024, 12:24:19",19838
"22/10/2024, 12:24:26",20338
"22/10/2024, 12:24:33",20743
"22/10/2024, 12:24:42",21193
"22/10/2024, 12:24:50",21622
"22/10/2024, 12:24:58",21723
"22/10/2024, 12:25:07",22224
"22/10/2024, 12:25:17",22584
"22/10/2024, 12:25:26",23227
"22/10/2024, 12:25:36",23886
"22/10/2024, 12:25:46",24572
"22/10/2024, 12:25:58",25147
"22/10/2024, 12:26:09",25383
"22/10/2024, 12:26:21",26120
"22/10/2024, 12:26:33",26563
"22/10/2024, 12:26:45",27228
"22/10/2024, 12:26:57",27405
"22/10/2024, 12:27:09",27405
"22/10/2024, 12:27:21",27405
"22/10/2024, 12:27:33",27405
time,flowcount
"22/10/2024, 12:27:48",27405
time,flowcount
"22/10/2024, 12:28:03",27405
time,flowcount
"22/10/2024, 12:28:18",27405
time,flowcount
"22/10/2024, 13:10:01",5
"22/10/2024, 13:10:22",9
"22/10/2024, 13:10:07",17
"22/10/2024, 13:10:10",19
"22/10/2024, 13:10:13",25
"22/10/2024, 13:10:10",35
"22/10/2024, 13:10:19",47
"22/10/2024, 13:10:22",51
"22/10/2024, 13:10:25",53
"22/10/2024, 13:10:28",57
"22/10/2024, 13:10:31",61
"22/10/2024, 13:10:34",61
"22/10/2024, 13:10:37",65
"22/10/2024, 13:10:40",67
"22/10/2024, 13:10:43",71
"22/10/2024, 13:10:46",71
"22/10/2024, 13:10:49",75
"22/10/2024, 13:10:52",79
"22/10/2024, 13:10:55",83
"22/10/2024, 13:10:58",85
"22/10/2024, 13:03:01",85
"22/10/2024, 13:03:22",85
"22/10/2024, 13:03:07",87
"22/10/2024, 13:03:10",89
"22/10/2024, 13:03:13",89
"22/10/2024, 13:03:10",89
"22/10/2024, 13:03:19",91
"22/10/2024, 13:03:22",91
"22/10/2024, 13:03:25",91
"22/10/2024, 13:03:28",91
"22/10/2024, 13:03:31",91
"22/10/2024, 13:03:34",91
"22/10/2024, 13:03:38",91
"22/10/2024, 13:03:40",91
"22/10/2024, 13:03:43",91
"22/10/2024, 13:03:46",91
"22/10/2024, 13:03:49",91
"22/10/2024, 13:03:52",91
"22/10/2024, 13:03:55",91
"22/10/2024, 13:03:58",91
"22/10/2024, 13:22:01",91
"22/10/2024, 13:22:22",91
"22/10/2024, 13:22:08",91
"22/10/2024, 13:22:10",91
"22/10/2024, 13:22:14",91
"22/10/2024, 13:22:17",91
"22/10/2024, 13:22:20",91
"22/10/2024, 13:22:23",91
"22/10/2024, 13:22:26",91
"22/10/2024, 13:22:29",91
"22/10/2024, 13:22:32",91
"22/10/2024, 13:22:35",91
"22/10/2024, 13:22:38",91
"22/10/2024, 13:22:41",91
"22/10/2024, 13:22:44",91
"22/10/2024, 13:22:47",91
"22/10/2024, 13:22:50",91
"22/10/2024, 13:22:53",91
"22/10/2024, 13:22:56",91
"22/10/2024, 13:22:59",91
"22/10/2024, 13:22:10",91
"22/10/2024, 13:22:22",91
"22/10/2024, 13:22:08",91
"22/10/2024, 13:22:10",91
"22/10/2024, 13:22:14",91
"22/10/2024, 13:22:17",91
"22/10/2024, 13:22:20",91
"22/10/2024, 13:22:23",91
"22/10/2024, 13:22:26",91
"22/10/2024, 13:22:29",91
"22/10/2024, 13:22:32",91
"22/10/2024, 13:22:35",91
"22/10/2024, 13:22:38",91
"22/10/2024, 13:22:41",91
"22/10/2024, 13:22:44",91
"22/10/2024, 13:22:47",91
"22/10/2024, 13:22:50",91
"22/10/2024, 13:22:53",91
"22/10/2024, 13:22:56",91
"22/10/2024, 13:22:59",91
"22/10/2024, 13:06:10",91
"22/10/2024, 13:06:22",91
"22/10/2024, 13:06:08",91
"22/10/2024, 13:06:10",91
"22/10/2024, 13:06:14",91
"22/10/2024, 13:06:17",91
"22/10/2024, 13:06:20",91
"22/10/2024, 13:06:23",91
"22/10/2024, 13:06:26",91
"22/10/2024, 13:06:29",91
"22/10/2024, 13:06:32",91
"22/10/2024, 13:06:35",91
"22/10/2024, 13:06:38",91
"22/10/2024, 13:06:41",91
"22/10/2024, 13:06:44",91
"22/10/2024, 13:06:47",91
"22/10/2024, 13:06:50",91
"22/10/2024, 13:06:53",91
"22/10/2024, 13:06:56",91
"22/10/2024, 13:06:59",91
"22/10/2024, 13:07:10",91
"22/10/2024, 13:07:22",91
"22/10/2024, 13:07:08",91
"22/10/2024, 13:07:10",91
"22/10/2024, 13:07:14",91
"22/10/2024, 13:07:17",91
"22/10/2024, 13:07:20",91
"22/10/2024, 13:07:23",91
"22/10/2024, 13:07:26",91
"22/10/2024, 13:07:29",91
"22/10/2024, 13:07:32",91
"22/10/2024, 13:07:35",91
"22/10/2024, 13:07:38",91
"22/10/2024, 13:07:41",91
"22/10/2024, 13:07:44",91
"22/10/2024, 13:07:47",91
"22/10/2024, 13:07:50",91
"22/10/2024, 13:07:53",91
"22/10/2024, 13:07:56",91
"22/10/2024, 13:07:59",91
"22/10/2024, 13:08:10",91
"22/10/2024, 13:08:22",91
"22/10/2024, 13:08:08",91
"22/10/2024, 13:08:10",91
"22/10/2024, 13:08:14",91
"22/10/2024, 13:08:17",91
"22/10/2024, 13:08:20",91
"22/10/2024, 13:08:23",91
"22/10/2024, 13:08:26",91
"22/10/2024, 13:08:29",91
"22/10/2024, 13:08:32",91
"22/10/2024, 13:08:35",91
"22/10/2024, 13:08:38",91
"22/10/2024, 13:08:41",91
"22/10/2024, 13:08:44",91
"22/10/2024, 13:08:47",91
"22/10/2024, 13:08:50",91
"22/10/2024, 13:08:53",91
"22/10/2024, 13:08:56",91
"22/10/2024, 13:08:59",91
"22/10/2024, 13:09:10",91
"22/10/2024, 13:09:22",91
"22/10/2024, 13:09:08",91
"22/10/2024, 13:09:10",91
"22/10/2024, 13:09:14",91
"22/10/2024, 13:09:17",91
"22/10/2024, 13:09:20",91
"22/10/2024, 13:09:23",91
"22/10/2024, 13:09:26",91
"22/10/2024, 13:09:29",91
"22/10/2024, 13:09:32",91
"22/10/2024, 13:09:35",91
"22/10/2024, 13:09:38",91
"22/10/2024, 13:09:41",91
"22/10/2024, 13:09:44",91
"22/10/2024, 13:09:47",91
"22/10/2024, 13:09:50",91
"22/10/2024, 13:09:53",91
"22/10/2024, 13:09:56",91
"22/10/2024, 13:09:59",91
"22/10/2024, 13:10:10",91
"22/10/2024, 13:10:22",91
"22/10/2024, 13:10:08",91
"22/10/2024, 13:10:10",91
"22/10/2024, 13:10:14",91
"22/10/2024, 13:10:17",91
"22/10/2024, 13:10:20",91
"22/10/2024, 13:10:23",91
"22/10/2024, 13:10:26",91
"22/10/2024, 13:10:29",91
"22/10/2024, 13:10:32",91
"22/10/2024, 13:10:35",91
"22/10/2024, 13:10:38",91
"22/10/2024, 13:10:41",91
"22/10/2024, 13:10:44",91
"22/10/2024, 13:10:47",91
"22/10/2024, 13:10:50",91
"22/10/2024, 13:10:53",91
"22/10/2024, 13:10:56",91
"22/10/2024, 13:10:59",91
"22/10/2024, 13:10:10",91
"22/10/2024, 13:10:22",91
"22/10/2024, 13:10:08",91
"22/10/2024, 13:10:10",91
"22/10/2024, 13:10:14",91
"22/10/2024, 13:10:17",91
"22/10/2024, 13:10:20",91
"22/10/2024, 13:10:23",91
"22/10/2024, 13:10:26",91
"22/10/2024, 13:10:29",91
"22/10/2024, 13:10:32",91
"22/10/2024, 13:10:35",91
"22/10/2024, 13:10:38",91
"22/10/2024, 13:10:41",91
"22/10/2024, 13:10:44",91
"22/10/2024, 13:10:47",91
"22/10/2024, 13:10:50",91
"22/10/2024, 13:10:53",91
"22/10/2024, 13:10:56",91
"22/10/2024, 13:10:59",91
"22/10/2024, 13:12:10",91
time,flowcount
"22/10/2024, 13:12:31",21
"22/10/2024, 13:12:34",22
"22/10/2024, 13:12:37",22
"22/10/2024, 13:12:41",22
"22/10/2024, 13:12:44",22
"22/10/2024, 13:12:47",22
"22/10/2024, 13:12:50",22
"22/10/2024, 13:12:53",22
"22/10/2024, 13:12:56",22
"22/10/2024, 13:12:59",22
"22/10/2024, 13:13:10",22
"22/10/2024, 13:13:22",22
"22/10/2024, 13:13:08",22
"22/10/2024, 13:13:10",22
"22/10/2024, 13:13:14",22
"22/10/2024, 13:13:17",22
"22/10/2024, 13:13:20",22
"22/10/2024, 13:13:23",22
"22/10/2024, 13:13:26",22
"22/10/2024, 13:13:29",22
"22/10/2024, 13:13:32",22
"22/10/2024, 13:13:35",22
"22/10/2024, 13:13:38",22
"22/10/2024, 13:13:41",22
"22/10/2024, 13:13:44",22
"22/10/2024, 13:13:47",22
"22/10/2024, 13:13:50",22
"22/10/2024, 13:13:53",22
"22/10/2024, 13:13:56",22
"22/10/2024, 13:13:59",22
"22/10/2024, 13:14:10",22
"22/10/2024, 13:14:22",22
"22/10/2024, 13:14:08",22
"22/10/2024, 13:14:10",22
"22/10/2024, 13:14:14",22
"22/10/2024, 13:14:17",22
"22/10/2024, 13:14:20",22
"22/10/2024, 13:14:23",22
"22/10/2024, 13:14:26",22
"22/10/2024, 13:14:29",22
"22/10/2024, 13:14:32",22
"22/10/2024, 13:14:35",22
"22/10/2024, 13:14:38",22
"22/10/2024, 13:14:41",22
"22/10/2024, 13:14:44",22
"22/10/2024, 13:14:47",22
"22/10/2024, 13:14:50",22
"22/10/2024, 13:14:53",22
"22/10/2024, 13:14:56",22
"22/10/2024, 13:14:59",22
"22/10/2024, 13:15:10",22
"22/10/2024, 13:15:22",22
"22/10/2024, 13:15:08",22
"22/10/2024, 13:15:10",22
"22/10/2024, 13:15:14",22
"22/10/2024, 13:15:17",22
"22/10/2024, 13:15:20",22
"22/10/2024, 13:15:23",22
"22/10/2024, 13:15:26",22
"22/10/2024, 13:15:29",22
"22/10/2024, 13:15:32",22
"22/10/2024, 13:15:35",22
"22/10/2024, 13:15:38",22
"22/10/2024, 13:15:41",22
"22/10/2024, 13:15:44",22
"22/10/2024, 13:15:47",22
"22/10/2024, 13:15:50",22
"22/10/2024, 13:15:53",22
"22/10/2024, 13:15:56",22
"22/10/2024, 13:15:59",22
"22/10/2024, 13:10:10",22
"22/10/2024, 13:10:22",22
"22/10/2024, 13:10:08",22
"22/10/2024, 13:10:10",22
"22/10/2024, 13:10:14",22
"22/10/2024, 13:10:17",22
"22/10/2024, 13:10:20",22
"22/10/2024, 13:10:23",22
"22/10/2024, 13:10:26",22
"22/10/2024, 13:10:29",22
"22/10/2024, 13:10:32",22
"22/10/2024, 13:10:35",22
"22/10/2024, 13:10:38",22
"22/10/2024, 13:10:41",22
"22/10/2024, 13:10:44",22
"22/10/2024, 13:10:47",22
"22/10/2024, 13:10:50",22
"22/10/2024, 13:10:53",22
"22/10/2024, 13:10:56",22
"22/10/2024, 13:10:59",22
"22/10/2024, 13:17:10",22
"22/10/2024, 13:17:22",22
"22/10/2024, 13:17:08",22
"22/10/2024, 13:17:10",22
"22/10/2024, 13:17:14",22
"22/10/2024, 13:17:17",22
"22/10/2024, 13:17:20",22
"22/10/2024, 13:17:23",22
"22/10/2024, 13:17:26",22
"22/10/2024, 13:17:29",22
"22/10/2024, 13:17:32",22
"22/10/2024, 13:17:35",22
"22/10/2024, 13:17:38",22
"22/10/2024, 13:17:41",22
"22/10/2024, 13:17:44",22
"22/10/2024, 13:17:47",22
"22/10/2024, 13:17:50",22
"22/10/2024, 13:17:53",22
"22/10/2024, 13:17:56",22
"22/10/2024, 13:17:59",22
"22/10/2024, 13:18:10",22
"22/10/2024, 13:18:22",22
"22/10/2024, 13:18:08",22
"22/10/2024, 13:18:10",22
"22/10/2024, 13:18:14",22
"22/10/2024, 13:18:17",22
"22/10/2024, 13:18:20",22
"22/10/2024, 13:18:23",22
"22/10/2024, 13:18:26",22
"22/10/2024, 13:18:29",22
"22/10/2024, 13:18:32",22
"22/10/2024, 13:18:35",22
"22/10/2024, 13:18:38",22
"22/10/2024, 13:18:41",22
"22/10/2024, 13:18:44",22
"22/10/2024, 13:18:47",22
"22/10/2024, 13:18:50",22
"22/10/2024, 13:18:53",22
"22/10/2024, 13:18:56",22
"22/10/2024, 13:18:59",22
"22/10/2024, 13:19:10",22
"22/10/2024, 13:19:22",22
"22/10/2024, 13:19:08",22
"22/10/2024, 13:19:10",22
"22/10/2024, 13:19:14",22
"22/10/2024, 13:19:17",22
"22/10/2024, 13:19:20",22
"22/10/2024, 13:19:23",22
"22/10/2024, 13:19:26",22
"22/10/2024, 13:19:29",22
"22/10/2024, 13:19:32",22
"22/10/2024, 13:19:35",22
"22/10/2024, 13:19:38",22
"22/10/2024, 13:19:41",22
"22/10/2024, 13:19:44",22
"22/10/2024, 13:19:47",22
"22/10/2024, 13:19:50",22
"22/10/2024, 13:19:53",22
"22/10/2024, 13:19:56",22
"22/10/2024, 13:19:59",22
"22/10/2024, 13:20:10",22
"22/10/2024, 13:20:22",22
"22/10/2024, 13:20:08",22
"22/10/2024, 13:20:10",22
"22/10/2024, 13:20:14",22
"22/10/2024, 13:20:17",22
"22/10/2024, 13:20:20",22
"22/10/2024, 13:20:23",22
"22/10/2024, 13:20:26",22
"22/10/2024, 13:20:29",22
"22/10/2024, 13:20:32",22
"22/10/2024, 13:20:35",21
"22/10/2024, 13:20:38",21
"22/10/2024, 13:20:41",21
"22/10/2024, 13:20:44",21
"22/10/2024, 13:20:47",21
"22/10/2024, 13:20:50",21
"22/10/2024, 13:20:53",21
"22/10/2024, 13:20:56",21
"22/10/2024, 13:20:59",21
"22/10/2024, 13:21:10",21
"22/10/2024, 13:21:22",21
"22/10/2024, 13:21:08",21
"22/10/2024, 13:21:10",21
"22/10/2024, 13:21:14",21
"22/10/2024, 13:21:17",21
"22/10/2024, 13:21:20",21
"22/10/2024, 13:21:23",21
"22/10/2024, 13:21:26",21
"22/10/2024, 13:21:29",21
"22/10/2024, 13:21:32",21
"22/10/2024, 13:21:35",21
"22/10/2024, 13:21:38",21
"22/10/2024, 13:21:41",21
"22/10/2024, 13:21:44",21
"22/10/2024, 13:21:47",21
"22/10/2024, 13:21:50",21
"22/10/2024, 13:21:53",21
"22/10/2024, 13:21:56",21
"22/10/2024, 13:21:59",21
